category,current_price,stock_remaining,weekly_sales,day,month,weekend,recommended_price
Snacks,37.13,187,45,Saturday,October,1,37.13
Fruits,387.81,36,31,Wednesday,June,0,387.81
Beverages,356.18,3,90,Tuesday,March,0,398.92
Fruits,314.0,51,85,Thursday,August,0,351.68
Dairy,26.62,417,23,Friday,January,0,23.96
Vegetables,178.74,372,106,Sunday,June,1,200.19
Bakery,231.88,333,76,Wednesday,September,0,243.47
Vegetables,358.61,282,32,Tuesday,December,0,358.61
Bakery,54.99,262,74,Thursday,September,0,57.74
Snacks,187.62,18,48,Tuesday,November,0,197.0
Household,324.8,403,33,Monday,December,0,292.32
Frozen,21.79,175,51,Wednesday,April,0,21.79
Beverages,440.14,6,7,Friday,September,0,396.13
Household,474.27,412,74,Monday,June,0,497.98
Fruits,345.12,256,120,Wednesday,January,0,386.53
Frozen,354.46,464,86,Thursday,March,0,372.18
Beverages,305.61,462,23,Sunday,March,1,275.05
Household,15.96,126,66,Thursday,June,0,16.76
Snacks,55.76,101,41,Friday,May,0,55.76
Vegetables,349.11,79,8,Friday,May,0,314.2
Bakery,266.57,152,36,Thursday,December,0,266.57
Beverages,489.55,23,35,Sunday,March,1,489.55
Personal Care,175.15,376,64,Saturday,October,1,183.91
Fruits,101.5,99,99,Monday,April,0,113.68
Beverages,414.68,46,14,Saturday,September,1,414.68
Dairy,259.9,444,100,Sunday,November,1,272.89
Beverages,335.41,114,111,Sunday,September,1,375.66
Dairy,234.33,110,68,Wednesday,November,0,246.05
Fruits,418.75,312,6,Tuesday,March,0,376.88
Bakery,332.83,172,113,Monday,June,0,372.77
Household,219.22,436,59,Tuesday,December,0,219.22
Snacks,225.04,38,7,Thursday,March,0,202.54
Fruits,239.23,375,72,Sunday,December,1,251.19
Fruits,366.82,323,43,Saturday,December,1,366.82
Fruits,125.17,149,54,Monday,June,0,131.43
Fruits,378.23,389,5,Wednesday,January,0,340.41
Beverages,349.35,49,77,Tuesday,June,0,366.82
Dairy,362.73,190,66,Sunday,November,1,380.87
Snacks,204.22,267,111,Tuesday,June,0,228.73
Bakery,234.69,25,82,Tuesday,May,0,262.85
Household,331.39,496,48,Saturday,March,1,331.39
Frozen,443.17,468,33,Thursday,October,0,398.85
Snacks,481.19,156,25,Tuesday,March,0,481.19
Beverages,279.9,229,107,Tuesday,February,0,313.49
Snacks,13.92,345,64,Tuesday,March,0,13.92
Beverages,393.4,155,39,Friday,May,0,393.4
Dairy,324.81,7,35,Wednesday,April,0,324.81
Personal Care,151.53,202,105,Tuesday,March,0,169.71
Fruits,481.58,463,103,Friday,March,0,505.66
Vegetables,44.94,79,62,Tuesday,May,0,47.19
Snacks,106.72,240,58,Tuesday,November,0,106.72
Dairy,140.15,472,69,Sunday,December,1,140.15
Personal Care,150.55,489,106,Thursday,July,0,158.08
Beverages,322.62,419,20,Wednesday,November,0,290.36
Household,289.92,158,103,Friday,May,0,324.71
Vegetables,89.75,405,64,Wednesday,October,0,89.75
Frozen,188.61,305,71,Thursday,July,0,198.04
Personal Care,477.67,495,31,Monday,January,0,429.9
Vegetables,402.3,349,102,Sunday,August,1,450.58
Bakery,36.01,76,29,Wednesday,October,0,36.01
Bakery,203.19,110,98,Monday,September,0,227.57
Beverages,339.02,136,96,Sunday,May,1,379.7
Frozen,340.11,298,42,Sunday,July,1,340.11
Frozen,339.04,495,43,Thursday,December,0,305.14
Frozen,15.51,341,4,Thursday,July,0,13.96
Beverages,147.05,376,41,Monday,April,0,147.05
Dairy,295.04,58,110,Sunday,March,1,330.44
Fruits,368.93,150,91,Friday,June,0,413.2
Fruits,404.6,394,85,Wednesday,October,0,424.83
Personal Care,46.63,286,37,Saturday,May,1,46.63
Beverages,223.52,347,36,Friday,November,0,201.17
Household,119.22,479,6,Wednesday,August,0,107.3
Household,143.15,152,11,Wednesday,September,0,128.84
Fruits,160.5,306,16,Wednesday,November,0,144.45
Dairy,94.83,81,94,Friday,June,0,106.21
Bakery,372.74,379,48,Saturday,September,1,372.74
Fruits,469.52,264,11,Monday,July,0,422.57
Household,182.29,425,116,Saturday,September,1,204.16
Bakery,161.93,32,109,Friday,August,0,181.36
Frozen,306.54,61,104,Wednesday,August,0,343.32
Personal Care,281.67,483,4,Monday,May,0,253.5
Vegetables,339.17,219,120,Sunday,October,1,379.87
Dairy,267.3,7,111,Saturday,March,1,299.38
Frozen,411.3,373,66,Tuesday,March,0,411.3
Personal Care,290.85,376,102,Friday,April,0,305.39
Personal Care,74.35,432,64,Wednesday,October,0,74.35
Fruits,489.18,152,59,Wednesday,March,0,513.64
Beverages,257.06,33,48,Wednesday,February,0,269.91
Household,209.0,428,82,Wednesday,October,0,219.45
Snacks,372.41,72,76,Friday,June,0,391.03
Beverages,26.91,106,5,Monday,July,0,24.22
Dairy,151.34,427,54,Sunday,April,1,151.34
Fruits,191.4,308,82,Sunday,December,1,200.97
Fruits,348.55,94,74,Friday,May,0,365.98
Frozen,317.66,466,47,Friday,June,0,317.66
Fruits,211.25,16,48,Monday,November,0,221.81
Household,240.38,306,98,Friday,August,0,269.23
Household,358.53,377,80,Tuesday,October,0,376.46
Bakery,271.11,395,81,Saturday,November,1,284.67
Bakery,314.61,21,45,Wednesday,September,0,330.34
Personal Care,212.68,184,118,Tuesday,October,0,238.2
Bakery,354.2,274,75,Tuesday,June,0,371.91
Vegetables,35.34,280,116,Tuesday,January,0,39.58
Fruits,198.85,279,18,Saturday,January,1,178.97
Household,133.02,70,52,Monday,March,0,139.67
Personal Care,145.05,362,16,Monday,August,0,130.55
Snacks,377.79,258,37,Friday,July,0,377.79
Beverages,368.96,135,32,Saturday,December,1,368.96
Frozen,284.22,424,93,Wednesday,September,0,298.43
Household,26.69,12,9,Tuesday,December,0,24.02
Personal Care,78.14,90,30,Wednesday,December,0,78.14
Household,375.4,142,40,Saturday,December,1,375.4
Dairy,192.02,370,91,Monday,January,0,201.62
Frozen,73.29,261,114,Saturday,January,1,82.08
Beverages,11.45,333,14,Monday,May,0,10.3
Bakery,80.62,186,66,Friday,July,0,84.65
Dairy,153.05,336,51,Monday,March,0,153.05
Beverages,163.52,319,22,Saturday,January,1,147.17
Bakery,61.5,278,65,Wednesday,June,0,64.58
Beverages,203.41,251,18,Friday,December,0,183.07
Beverages,249.91,66,92,Thursday,February,0,279.9
Beverages,193.13,66,99,Thursday,October,0,216.31
Fruits,445.37,476,1,Wednesday,January,0,400.83
Beverages,231.01,273,111,Saturday,April,1,258.73
Dairy,398.39,6,7,Friday,November,0,358.55
Personal Care,490.04,427,45,Tuesday,June,0,490.04
Personal Care,29.06,5,96,Saturday,April,1,32.55
Household,337.73,499,119,Monday,November,0,378.26
Vegetables,259.76,400,113,Friday,April,0,290.93
Personal Care,376.14,253,50,Sunday,May,1,376.14
Personal Care,226.88,339,76,Thursday,October,0,238.22
Beverages,199.38,385,86,Saturday,October,1,209.35
Bakery,50.81,334,100,Saturday,December,1,56.91
Bakery,211.17,342,34,Thursday,July,0,190.05
Frozen,338.52,111,24,Thursday,July,0,338.52
Snacks,336.68,377,11,Friday,September,0,303.01
Beverages,302.33,226,65,Sunday,November,1,317.45
Fruits,197.25,358,106,Tuesday,May,0,220.92
Household,264.63,156,65,Sunday,June,1,277.86
Bakery,203.02,455,24,Thursday,April,0,182.72
Household,225.46,166,38,Saturday,September,1,225.46
Personal Care,171.74,154,4,Sunday,June,1,154.57
Personal Care,394.86,212,69,Tuesday,April,0,414.6
Bakery,439.43,92,15,Saturday,December,1,439.43
Personal Care,239.03,336,31,Sunday,September,1,239.03
Dairy,434.22,81,58,Monday,June,0,455.93
Household,156.43,5,22,Thursday,May,0,156.43
Bakery,453.85,392,23,Wednesday,April,0,408.47
Beverages,497.05,491,105,Saturday,June,1,521.9
Vegetables,300.38,82,4,Saturday,December,1,270.34
Fruits,308.68,8,83,Wednesday,November,0,345.72
Beverages,198.58,421,110,Saturday,July,1,222.41
Bakery,342.48,126,49,Saturday,August,1,359.6
Frozen,497.96,158,81,Friday,June,0,522.86
Beverages,443.8,167,88,Tuesday,October,0,497.06
Household,435.54,4,27,Saturday,November,1,435.54
Bakery,465.56,14,15,Tuesday,December,0,465.56
Beverages,373.74,377,78,Thursday,September,0,392.43
Household,190.59,292,104,Thursday,June,0,213.46
Beverages,47.83,45,61,Thursday,December,0,50.22
Vegetables,420.94,6,22,Friday,February,0,420.94
Dairy,166.89,289,28,Friday,January,0,150.2
Snacks,36.72,160,103,Saturday,February,1,41.13
Frozen,254.71,413,3,Tuesday,December,0,229.24
Bakery,157.74,96,103,Saturday,October,1,176.67
Dairy,400.28,263,115,Tuesday,May,0,448.31
Dairy,59.24,237,59,Saturday,March,1,62.2
Household,341.5,67,16,Sunday,January,1,341.5
Vegetables,466.6,299,28,Monday,November,0,419.94
Frozen,347.16,443,66,Wednesday,April,0,347.16
Vegetables,321.11,425,80,Monday,April,0,337.17
Household,449.05,402,76,Sunday,May,1,471.5
Bakery,345.32,464,16,Friday,August,0,310.79
Beverages,239.2,90,78,Tuesday,April,0,251.16
Bakery,237.9,222,105,Monday,April,0,266.45
Frozen,492.39,438,15,Monday,June,0,443.15
Frozen,327.35,410,45,Saturday,June,1,327.35
Personal Care,453.96,350,10,Saturday,August,1,408.56
Vegetables,39.52,280,71,Wednesday,June,0,41.5
Fruits,202.54,135,16,Saturday,December,1,202.54
Frozen,100.12,115,15,Thursday,May,0,90.11
Dairy,327.32,358,27,Thursday,April,0,294.59
Snacks,480.35,28,93,Wednesday,June,0,537.99
Fruits,484.15,143,13,Saturday,March,1,435.74
Vegetables,219.99,376,85,Saturday,April,1,230.99
Fruits,245.3,290,97,Monday,June,0,274.74
Personal Care,86.46,401,29,Monday,August,0,77.81
Dairy,477.09,253,60,Thursday,March,0,500.94
Bakery,469.43,323,110,Saturday,November,1,525.76
Fruits,336.77,288,84,Sunday,August,1,353.61
Beverages,274.57,233,66,Tuesday,July,0,288.3
Household,14.46,440,81,Tuesday,February,0,15.18
Beverages,467.04,192,112,Wednesday,September,0,523.08
Snacks,223.11,81,41,Tuesday,October,0,223.11
Frozen,250.28,282,27,Tuesday,April,0,225.25
Household,106.72,76,10,Wednesday,June,0,96.05
Household,101.17,110,116,Sunday,October,1,113.31
Snacks,469.59,174,77,Saturday,November,1,493.07
Bakery,481.31,183,90,Monday,September,0,539.07
Household,30.58,248,101,Friday,August,0,34.25
Beverages,90.33,483,13,Monday,December,0,81.3
Vegetables,293.75,286,89,Friday,August,0,308.44
Dairy,445.33,308,72,Wednesday,January,0,467.6
Dairy,459.29,113,68,Friday,November,0,482.25
Bakery,59.68,114,17,Monday,April,0,53.71
Frozen,20.73,203,4,Tuesday,April,0,18.66
Fruits,145.19,491,52,Sunday,February,1,145.19
Beverages,206.96,422,1,Thursday,March,0,186.26
Vegetables,39.55,241,78,Tuesday,December,0,41.53
Personal Care,420.49,406,105,Thursday,October,0,441.51
Frozen,307.44,328,75,Monday,January,0,322.81
Beverages,115.9,296,98,Tuesday,August,0,129.81
Vegetables,462.31,32,35,Wednesday,July,0,462.31
Dairy,12.66,295,115,Monday,October,0,14.18
Personal Care,297.28,111,43,Friday,December,0,297.28
Beverages,39.45,249,112,Tuesday,November,0,44.18
Dairy,397.1,437,74,Sunday,October,1,416.96
Fruits,269.51,18,43,Wednesday,January,0,282.99
Bakery,155.68,463,36,Tuesday,January,0,140.11
Bakery,61.15,35,81,Thursday,August,0,68.49
Dairy,396.51,453,14,Tuesday,November,0,356.86
Bakery,38.02,161,32,Wednesday,April,0,38.02
Household,382.66,492,38,Saturday,March,1,344.39
Snacks,219.12,343,27,Sunday,August,1,197.21
Household,192.54,136,78,Monday,March,0,202.17
Vegetables,97.85,406,106,Wednesday,March,0,109.59
Personal Care,288.05,138,100,Friday,June,0,322.62
Frozen,66.09,316,38,Sunday,July,1,66.09
Household,330.69,273,44,Wednesday,December,0,330.69
Fruits,490.5,421,80,Friday,October,0,515.02
Snacks,327.87,43,55,Monday,March,0,344.26
Fruits,467.1,73,39,Tuesday,July,0,467.1
Beverages,457.47,436,11,Monday,June,0,411.72
Dairy,230.11,216,69,Friday,March,0,241.62
Snacks,81.02,390,16,Thursday,February,0,72.92
Bakery,146.74,475,60,Wednesday,April,0,146.74
Dairy,54.72,162,100,Thursday,January,0,61.29
Household,184.03,378,5,Sunday,February,1,165.63
Personal Care,130.04,338,111,Monday,March,0,145.64
Fruits,418.62,201,58,Saturday,October,1,439.55
Bakery,338.8,66,36,Sunday,May,1,338.8
Dairy,147.45,469,19,Saturday,September,1,132.7
Snacks,72.97,87,4,Monday,October,0,65.67
Household,140.34,20,119,Friday,May,0,157.18
Beverages,394.44,307,60,Friday,December,0,394.44
Frozen,242.18,152,18,Thursday,April,0,217.96
Snacks,358.6,497,16,Tuesday,March,0,322.74
Household,213.62,93,11,Tuesday,November,0,192.26
Fruits,144.57,458,113,Saturday,December,1,161.92
Personal Care,16.65,171,48,Monday,July,0,16.65
Beverages,375.82,240,60,Sunday,March,1,394.61
Bakery,208.32,345,98,Sunday,July,1,233.32
Snacks,465.61,143,74,Sunday,July,1,488.89
Bakery,235.78,159,51,Wednesday,September,0,235.78
Fruits,316.57,431,65,Tuesday,January,0,316.57
Fruits,423.75,301,110,Wednesday,December,0,474.6
Beverages,488.95,256,44,Thursday,January,0,488.95
Personal Care,394.64,398,103,Thursday,May,0,414.37
Vegetables,341.76,453,114,Saturday,August,1,382.77
Bakery,450.3,108,98,Monday,April,0,504.34
Fruits,214.72,348,15,Thursday,May,0,193.25
Vegetables,61.27,368,53,Thursday,May,0,61.27
Snacks,60.63,442,19,Monday,December,0,54.57
Vegetables,98.33,78,45,Friday,July,0,98.33
Fruits,119.14,152,86,Thursday,June,0,125.1
Snacks,326.16,246,103,Friday,May,0,365.3
Bakery,486.95,218,84,Wednesday,August,0,511.3
Household,371.35,12,108,Friday,February,0,415.91
Household,239.45,353,48,Wednesday,February,0,239.45
Household,232.57,220,16,Saturday,May,1,209.31
Beverages,284.05,94,30,Wednesday,March,0,284.05
Vegetables,92.9,318,57,Friday,September,0,92.9
Frozen,496.56,79,32,Saturday,June,1,496.56
Snacks,429.07,372,23,Tuesday,February,0,386.16
Snacks,451.68,80,91,Friday,July,0,505.88
Vegetables,251.76,300,85,Thursday,April,0,264.35
Beverages,170.63,471,72,Saturday,October,1,179.16
Frozen,35.33,296,101,Saturday,April,1,39.57
Personal Care,252.18,280,48,Friday,September,0,252.18
Snacks,158.1,123,20,Saturday,September,1,158.1
Dairy,387.05,440,13,Friday,May,0,348.35
Dairy,313.0,188,10,Thursday,August,0,281.7
Dairy,352.64,251,10,Wednesday,May,0,317.38
Vegetables,296.76,290,110,Saturday,June,1,332.37
Dairy,192.77,351,119,Sunday,July,1,215.9
Beverages,462.53,221,86,Monday,August,0,485.66
Frozen,282.24,445,56,Tuesday,August,0,282.24
Personal Care,472.82,10,49,Friday,December,0,496.46
Household,289.31,129,53,Wednesday,March,0,303.78
Bakery,170.98,248,113,Tuesday,May,0,191.5
Vegetables,309.67,196,92,Thursday,June,0,346.83
Personal Care,216.87,110,77,Friday,October,0,227.71
Fruits,346.32,112,1,Saturday,August,1,311.69
Dairy,437.41,144,51,Thursday,July,0,459.28
Dairy,362.37,432,117,Sunday,December,1,405.85
Household,343.99,69,90,Thursday,December,0,385.27
Bakery,417.43,404,18,Sunday,May,1,375.69
Fruits,64.56,451,113,Monday,June,0,72.31
Beverages,11.86,138,91,Monday,December,0,13.28
Bakery,313.69,41,93,Sunday,August,1,351.33
Dairy,205.19,289,30,Wednesday,May,0,184.67
Vegetables,308.49,361,84,Monday,March,0,323.91
Bakery,426.16,136,94,Monday,October,0,477.3
Bakery,164.0,407,69,Monday,July,0,164.0
Fruits,451.99,268,28,Tuesday,October,0,406.79
Fruits,10.93,150,79,Sunday,September,1,11.48
Snacks,166.52,436,31,Tuesday,August,0,149.87
Fruits,33.13,208,9,Sunday,October,1,29.82
Snacks,83.32,259,104,Sunday,November,1,93.32
Fruits,177.36,71,41,Thursday,July,0,177.36
Vegetables,409.57,179,120,Saturday,March,1,458.72
Frozen,140.32,225,119,Friday,November,0,157.16
Fruits,461.39,402,104,Friday,August,0,484.46
Household,77.37,156,17,Monday,August,0,69.63
Bakery,384.6,310,107,Monday,July,0,430.75
Vegetables,140.71,310,111,Saturday,June,1,157.6
Vegetables,461.92,438,96,Thursday,April,0,485.02
Personal Care,349.51,151,84,Wednesday,October,0,366.99
Dairy,169.63,109,111,Thursday,June,0,189.99
Personal Care,285.8,29,36,Friday,November,0,285.8
Household,355.08,391,9,Saturday,May,1,319.57
Bakery,448.47,41,1,Friday,October,0,403.62
Vegetables,463.26,417,83,Tuesday,July,0,486.42
Dairy,182.03,317,101,Wednesday,August,0,203.87
Bakery,108.19,99,76,Tuesday,July,0,113.6
Frozen,218.56,302,48,Sunday,November,1,218.56
Vegetables,44.88,272,26,Sunday,August,1,44.88
Dairy,103.44,138,64,Saturday,April,1,108.61
Bakery,389.7,95,97,Sunday,November,1,436.46
Household,415.08,319,64,Monday,August,0,435.83
Household,56.79,290,81,Sunday,August,1,59.63
Frozen,252.65,31,8,Tuesday,September,0,227.39
Frozen,247.88,375,13,Thursday,January,0,223.09
Fruits,127.19,47,75,Sunday,September,1,142.45
Household,32.19,139,115,Thursday,September,0,36.05
Vegetables,78.85,174,47,Thursday,November,0,78.85
Frozen,61.37,451,70,Saturday,March,1,64.44
Personal Care,34.09,267,20,Friday,November,0,30.68
Fruits,368.64,387,17,Thursday,November,0,331.78
Personal Care,442.76,20,49,Wednesday,August,0,464.9
Dairy,271.0,229,5,Wednesday,May,0,243.9
Bakery,326.27,341,3,Thursday,December,0,293.64
Snacks,476.28,415,20,Thursday,December,0,428.65
Household,324.61,255,76,Wednesday,April,0,340.84
Beverages,373.6,184,6,Monday,January,0,336.24
Personal Care,338.31,200,44,Friday,July,0,338.31
Dairy,408.88,251,44,Wednesday,June,0,408.88
Personal Care,360.14,96,23,Tuesday,April,0,360.14
Frozen,14.17,393,90,Friday,May,0,14.88
Snacks,390.45,228,18,Friday,November,0,351.4
Frozen,293.9,339,29,Tuesday,February,0,264.51
Household,73.64,360,75,Wednesday,October,0,77.32
Frozen,48.7,411,58,Saturday,January,1,48.7
Vegetables,266.63,418,35,Friday,December,0,239.97
Bakery,284.29,71,56,Wednesday,October,0,298.5
Dairy,462.53,302,33,Monday,December,0,462.53
Beverages,191.82,158,62,Tuesday,May,0,201.41
Frozen,109.99,18,98,Tuesday,May,0,123.19
Household,273.84,374,37,Sunday,January,1,273.84
Personal Care,103.83,260,74,Wednesday,April,0,109.02
Frozen,433.09,216,91,Wednesday,August,0,454.74
Dairy,173.04,352,61,Monday,October,0,173.04
Frozen,67.73,385,89,Sunday,November,1,71.12
Dairy,223.96,185,62,Saturday,January,1,235.16
Fruits,70.63,10,96,Friday,January,0,79.11
Beverages,332.89,261,62,Friday,June,0,349.53
Beverages,251.67,69,93,Wednesday,May,0,281.87
Dairy,421.56,289,44,Tuesday,June,0,421.56
Bakery,254.1,239,16,Sunday,February,1,228.69
Vegetables,259.59,74,10,Tuesday,February,0,233.63
Fruits,81.18,193,93,Monday,April,0,90.92
Beverages,445.37,332,100,Sunday,September,1,498.81
Dairy,20.41,392,14,Friday,June,0,18.37
Personal Care,463.59,268,82,Saturday,August,1,486.77
Personal Care,314.24,16,28,Tuesday,May,0,314.24
Frozen,227.48,189,59,Thursday,April,0,238.85
Frozen,338.31,58,37,Monday,March,0,338.31
Beverages,200.06,179,55,Sunday,March,1,210.06
Dairy,316.05,261,108,Wednesday,December,0,353.98
Frozen,49.19,374,72,Monday,March,0,51.65
Vegetables,260.07,410,28,Friday,September,0,234.06
Vegetables,384.37,99,61,Thursday,March,0,403.59
Bakery,46.07,105,81,Saturday,February,1,51.6
Vegetables,486.29,176,114,Monday,December,0,544.64
Fruits,163.48,124,5,Friday,November,0,147.13
Fruits,91.12,351,3,Wednesday,September,0,82.01
Frozen,396.62,417,69,Monday,September,0,396.62
Beverages,36.19,144,117,Monday,March,0,40.53
Beverages,171.82,494,54,Sunday,October,1,171.82
Vegetables,326.0,122,23,Monday,May,0,326.0
Personal Care,189.01,339,81,Thursday,November,0,198.46
Vegetables,324.02,217,114,Tuesday,February,0,362.9
Personal Care,210.67,285,109,Thursday,January,0,235.95
Personal Care,373.76,496,11,Sunday,February,1,336.38
Household,69.23,362,54,Friday,June,0,69.23
Household,107.6,70,99,Monday,September,0,120.51
Bakery,425.0,56,87,Tuesday,May,0,476.0
Frozen,132.75,268,85,Friday,January,0,139.39
Fruits,498.36,446,69,Friday,October,0,498.36
Dairy,254.74,407,60,Thursday,April,0,254.74
Dairy,293.1,480,31,Friday,March,0,263.79
Beverages,98.3,75,16,Saturday,January,1,98.3
Beverages,67.58,180,119,Tuesday,April,0,75.69
Personal Care,346.1,270,40,Monday,August,0,346.1
Bakery,287.45,65,113,Sunday,March,1,321.94
Household,229.35,47,57,Thursday,October,0,240.82
Bakery,262.3,22,52,Wednesday,February,0,275.42
Fruits,350.98,116,17,Monday,April,0,315.88
Frozen,16.21,246,116,Monday,May,0,18.16
Vegetables,232.4,427,27,Thursday,September,0,209.16
Personal Care,390.77,192,61,Saturday,December,1,410.31
Frozen,335.59,491,56,Saturday,April,1,335.59
Bakery,376.72,62,90,Tuesday,November,0,421.93
Bakery,359.16,483,23,Friday,October,0,323.24
Snacks,101.27,375,30,Friday,May,0,91.14
Fruits,391.82,274,5,Sunday,January,1,352.64
Dairy,182.69,469,99,Thursday,August,0,191.82
Bakery,186.85,193,85,Thursday,April,0,196.19
Frozen,270.96,168,56,Friday,September,0,284.51
Dairy,398.72,19,75,Saturday,October,1,446.57
Fruits,390.11,135,69,Saturday,March,1,409.62
Dairy,489.16,185,2,Wednesday,August,0,440.24
Snacks,72.57,210,82,Thursday,April,0,76.2
Dairy,185.63,78,88,Wednesday,December,0,207.91
Fruits,82.43,438,120,Tuesday,August,0,92.32
Dairy,294.25,49,35,Wednesday,March,0,294.25
Vegetables,262.79,499,44,Sunday,September,1,262.79
Snacks,55.76,351,98,Thursday,January,0,58.55
Personal Care,303.49,390,115,Saturday,January,1,339.91
Bakery,101.95,5,114,Thursday,August,0,114.18
Beverages,439.28,377,18,Friday,March,0,395.35
Vegetables,233.82,28,119,Wednesday,June,0,261.88
Snacks,400.15,361,104,Saturday,March,1,448.17
Vegetables,78.85,424,39,Friday,June,0,70.97
Vegetables,460.55,72,92,Wednesday,August,0,515.82
Frozen,315.58,356,71,Wednesday,September,0,331.36
Snacks,305.35,245,20,Wednesday,February,0,274.82
Dairy,272.56,216,56,Wednesday,February,0,272.56
Fruits,93.21,357,71,Wednesday,November,0,97.87
Household,453.24,478,69,Friday,June,0,453.24
Household,122.87,422,109,Wednesday,June,0,137.61
Snacks,145.64,87,27,Sunday,September,1,145.64
Household,92.93,151,53,Sunday,February,1,97.58
Bakery,459.76,41,8,Saturday,June,1,413.78
Household,301.42,237,95,Friday,December,0,337.59
Personal Care,100.53,469,96,Tuesday,May,0,105.56
Bakery,130.49,157,21,Thursday,December,0,117.44
Beverages,259.03,376,69,Friday,December,0,271.98
Snacks,194.17,59,79,Wednesday,July,0,203.88
Household,361.23,183,89,Sunday,July,1,404.58
Dairy,120.74,207,49,Monday,October,0,120.74
Fruits,104.63,374,80,Thursday,May,0,109.86
Bakery,244.5,435,97,Thursday,November,0,256.73
Household,239.05,3,62,Thursday,October,0,251.0
Personal Care,295.11,89,1,Monday,April,0,265.6
Beverages,190.24,263,84,Thursday,July,0,199.75
Snacks,247.07,91,11,Thursday,October,0,222.36
Vegetables,243.49,289,9,Tuesday,December,0,219.14
Frozen,214.58,237,15,Thursday,April,0,193.12
Vegetables,76.71,106,61,Friday,August,0,80.55
Bakery,114.69,498,4,Sunday,March,1,103.22
Fruits,44.7,182,12,Tuesday,April,0,40.23
Beverages,221.59,21,12,Friday,August,0,221.59
Snacks,393.27,126,64,Thursday,March,0,412.93
Fruits,386.48,83,7,Friday,December,0,347.83
Frozen,33.55,92,14,Friday,February,0,30.19
Beverages,344.44,423,10,Thursday,November,0,310.0
Personal Care,495.1,331,59,Friday,July,0,495.1
Vegetables,273.41,132,70,Friday,April,0,287.08
Beverages,106.45,42,58,Saturday,May,1,111.77
Vegetables,356.07,350,65,Thursday,December,0,356.07
Personal Care,65.26,74,104,Monday,April,0,73.09
Bakery,493.8,238,48,Wednesday,November,0,493.8
Vegetables,486.1,268,4,Sunday,July,1,437.49
Bakery,496.76,483,61,Wednesday,August,0,496.76
Snacks,262.08,378,51,Sunday,July,1,262.08
Personal Care,249.17,264,104,Tuesday,May,0,279.07
Personal Care,311.75,272,46,Thursday,May,0,311.75
Fruits,85.7,188,32,Sunday,December,1,85.7
Frozen,164.82,368,103,Sunday,November,1,184.6
Household,163.87,3,109,Wednesday,October,0,183.53
Beverages,102.85,266,75,Saturday,March,1,107.99
Household,62.65,463,98,Friday,February,0,65.78
Snacks,354.88,417,119,Monday,July,0,397.47
Vegetables,489.31,116,14,Saturday,November,1,489.31
Beverages,301.22,467,68,Wednesday,January,0,301.22
Snacks,135.22,44,25,Wednesday,October,0,135.22
Dairy,254.87,24,111,Thursday,August,0,285.45
Bakery,184.64,164,21,Sunday,June,1,184.64
Vegetables,369.05,94,15,Sunday,August,1,369.05
Dairy,17.28,241,119,Sunday,September,1,19.35
Bakery,105.14,90,79,Friday,February,0,110.4
Bakery,423.04,427,15,Sunday,September,1,380.74
Beverages,481.88,405,59,Friday,September,0,481.88
Personal Care,40.03,332,65,Tuesday,August,0,42.03
Snacks,147.05,188,78,Friday,September,0,154.4
Frozen,183.78,319,71,Friday,September,0,192.97
Beverages,339.29,281,46,Friday,March,0,339.29
Personal Care,382.91,163,103,Wednesday,January,0,428.86
Snacks,316.91,221,102,Tuesday,January,0,354.94
Fruits,474.2,427,31,Tuesday,June,0,426.78
Vegetables,168.56,472,81,Sunday,June,1,176.99
Bakery,74.84,455,92,Saturday,March,1,78.58
Household,413.76,254,54,Saturday,October,1,413.76
Vegetables,161.89,74,115,Saturday,September,1,181.32
Beverages,339.27,440,12,Sunday,January,1,305.34
Personal Care,430.94,9,85,Thursday,February,0,482.65
Dairy,53.02,383,81,Wednesday,July,0,55.67
Snacks,118.71,51,67,Saturday,January,1,124.65
Fruits,180.53,321,64,Thursday,November,0,180.53
Personal Care,151.01,105,85,Tuesday,March,0,169.13
Snacks,102.17,341,119,Thursday,May,0,114.43
Beverages,446.99,77,71,Friday,April,0,469.34
Bakery,388.91,21,40,Friday,September,0,388.91
Vegetables,35.85,290,39,Wednesday,January,0,35.85
Frozen,480.53,450,60,Tuesday,February,0,480.53
Snacks,221.79,391,92,Saturday,December,1,232.88
Bakery,371.73,311,23,Saturday,September,1,334.56
Beverages,98.76,302,56,Tuesday,September,0,98.76
Beverages,189.73,194,77,Thursday,February,0,199.22
Frozen,304.34,41,59,Wednesday,June,0,319.56
Personal Care,409.37,125,28,Monday,September,0,409.37
Bakery,190.84,35,9,Saturday,April,1,190.84
Dairy,28.78,21,119,Saturday,June,1,32.23
Vegetables,318.26,374,77,Saturday,February,1,334.17
Bakery,429.25,130,104,Wednesday,April,0,480.76
Personal Care,380.7,328,93,Tuesday,May,0,399.74
Personal Care,43.21,173,95,Thursday,February,0,48.4
Snacks,448.0,442,40,Sunday,July,1,448.0
Frozen,106.54,9,57,Tuesday,September,0,111.87
Fruits,174.8,161,87,Thursday,February,0,183.54
Bakery,421.59,401,23,Friday,May,0,379.43
Dairy,155.14,22,10,Tuesday,August,0,139.63
Beverages,479.99,157,88,Monday,October,0,537.59
Fruits,183.05,78,66,Friday,November,0,192.2
Fruits,107.04,284,9,Thursday,May,0,96.34
Household,159.01,275,90,Wednesday,July,0,166.96
